model_id,description
Beats Studio Wireless Over-Ear Headphone - Matte Black,"View Larger View Larger View Larger The world’s most famous headphone has been completely redesigned and reimagined. The new Beats Studio is lighter, sexier, stronger, and more comfortable, with precision sound, Adaptive Noise Canceling, a 20-hour rechargeable battery, and RemoteTalk. It has all the energy and excitement you expect from Beats, plus a powerful, reengineered sound. Features Feel Your Music The Beats Acoustic Engine makes your listening experience intimate, personal, and real. Our signature DSP software is designed to generate the emotional experience that Dr. Dre, Jimmy Iovine, and some of the music industry’s greatest rock, hip-hop, pop, electronic, and R&B producers want you to feel. This is how music would sound if the artist could play it back for you in person. Put the World on Mute Silence the noise from your daily commute or the drama from your loud neighbors with our no-compromise dual-mode Adaptive Noise Canceling. When you’re listening to music, ANC automatically strikes a balance between your music and the world outside. If you only want to use the headphone to cancel external noise, the ANC-only mode automatically increases the level of noise cancellation to create a quieter world. What Batteries? Dead batteries can kill your vibe in a flash. The New Beats Studio fixes this with a 20-hour rechargeable battery. To prevent wasting energy, the Auto On/Off feature turns off the headphone when you unplug, and with the visible Battery Fuel Gauge, you always know how much juice is available. Forget specialized adapters; the New Studio can be charged via micro USB almost anywhere. Lighter, Stronger, and More Comfortable When we reimagined our legendary headphone, we designed it like a beautiful sports car and made disciplined choices. We streamlined the New Beats Studio with fast curves, smooth surfaces, and no visible screws. We shaved 13 percent off the original weight and gave it a lighter, stronger, and more comfortable headband. We created softer ear cups and an ergonomic bellow to create a flexible, custom fit for every head shape, so you can keep your music all to yourself. Unboxed Beats Studio over ear headphones USB 2.0 charging cable USB power adapter 3.5 mm audio cable RemoteTalk cable Hard shell carrying case Quick Start-up Guide Weight (kg): 0.26 Height (mm): 203 Type of jack: 3.5 mm Product Highlights Original Beats sound profile Active Noise Control to cancel ambient noise Durable lightweight design to comfort on the commute In-line mic and remote to control calls, volume, and tracks About Beats Audio The company's mission is to provide a superior end-to-end music experience — with headphones, speakers, devices, and services — so fans feel the emotion and hear the music the way artists intended it to sound from the studio. Solo Mixr Wireless Studio Executive Studio Wireless Pro Design On Ear X X X Over Ear X X X X Fold Flat X Collapsable X X X X X Rotating Earcups X X Passive X X X X Rechargeable Battery X X X Aluminum Alloy Skeleton X X Features Wireless X X 2-Mode Noise Cancellation X X Battery Fuel Gauge X X"
Bose SoundLink On-Ear Bluetooth Headphones - Black,"Cut the cord and set your music free with Bose SoundLink on-ear wireless headphones. The sound is powerful and clear, you can switch easily between music and calls with intuitive controls, and play for hours with a long-lasting rechargeable battery. They're 40% lighter than comparable headphones for a comfortable fit. So it's easier than ever for you to unplug and unwind. Enjoy detailed and balanced sound that raises the bar for Bluetooth headphones. Bose TriPort technology works with Active EQ to deliver music as dynamic as their best wired headphones. You'll hear the deepest lows to the clearest highs, without a wire in sight. With up to 15 hours of play time, you can listen to your favorite music, watch a movie, check out videos and still have plenty of power left. Get a full charge in just 1.5 hours by plugging the included USB cable into any mobile device with a powered port or wall charger. If the battery runs down, a quick 15-minute charge gives you another 2 hours. The adjustable headband rests gently on your head, and earcups rotate for a personalized fit. Soft cushions cradle your ears, and all materials are lightweight and built to last. The earcups fold up to store in the compact carrying case. And there's an extra cable, so you can plug in and listen if the battery runs out. If you get a call while you're listening to music or watching a video, just touch a button on the right earcup and you're instantly connected. Touch again to play, pause, skip and make calls. Roam up to 30 feet while connected to your smartphone and tablet at the same time. Voice prompts tell you battery life, connection status and who's calling. Your phone conversations are clear with SoundLink on-ear headphones-even if you're on a noisy or windy city street. Dual microphones reduce background noise to make sure your voice is heard. And you'll hear your caller's voice clearly, because Bose technologies automatically adjust your headphones' volume as the noise around you changes."
Sennheiser HD 280 PRO Headphones,"The HD 280 PRO is a pair of closed, dynamic stereo headphones that deliver accurate, linear sound reproduction with up to 32dB of ambient noise attenuation for critical monitoring applications. Optimum impedance ensures universal compatibility, from home listening to studio monitoring. The space-saving design features collapsible, rotating earcups that are very comfortable to wear, even if used for long periods of time."
HyperX Cloud II Gaming Headset for PC & PS4 - Red (KHX-HSCP-RD),"HyperX Cloud II features a newly designed USB sound card audio control box that amplify es audio and voice for an optimal Hi-Fi gaming experience. Pinpoint your opponents' location in the game and strike before he sees you coming. This next-generation headset generates virtual 7.1 surround sound with distance and depth to enhance your gaming, movie or music experience. It's hardware driven and plug and play, with no driver needed. HyperX Cloud II has a digitally enhanced, noise-cancelling microphone with automatic gain control functionality and echo cancellation enabled through the USB sound card. The result is optimized team communication and in-game chat in intense battles."
Panasonic RPTCM125K Headphones (Black),In-the-ear type headsets with microphone and single button remote for mobile phones - Black
"Panasonic RPHJE120G In-Ear Headphone, Green","Inner Ear Earbud, GREEN"
"Bose QuietComfort 25 Acoustic Noise Cancelling Headphones for Samsung and Android Devices, Black","QuietComfort 25 Acoustic Noise Cancelling headphones are the best-performing around-ear headphones from Bose. They give you crisp, powerful sound--and quiet that lets you hear your music better. Bose advances their industry-leading headphones with the latest proprietary Bose Active EQ and TriPort technology, giving the music you love deep, clear sound. At the same time, Bose noise cancelling technology monitors the noise around you and cancels it out, helping you focus on what you want to hear--whether it's your music, your calls or simply peace and quiet. With a distinctive design and two color options to match your style, these headphones look as good as they sound. They're also comfortable, durably made and easy to stow, with ear cups that pivot to fit in a small carrying case. Customized for Samsung and Android devices. Included: QuietComfort 25 headphones; 56-inch QC25 inline remote and microphone cable; airline adapter; carrying case; AAA battery."
"Bose SoundTrue In-Ear Headphones, Black","Bose SoundTrue In-Ear Headphones have the audio quality and sophisticated style your busy life demands. They deliver deep, clear sound for the music you love. The StayHear tips keep the headphones comfortably in place for hours of listening. They are engineered and tested for lasting quality and durability, and include a matching carrying case. And you'll look good wearing them. SoundTrue In-Ear Headphones come in three colors to fit your style: Black, White and Cranberry. What's in the box: SoundTrue In-Ear Headphones, 3-pairs StayHear tips (S, M, L), Carry case and Clothing clip."
Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,"Customizable padded headset with immersive 360-degree sound for serious gamersLogitech G430 Surround Sound Gaming Headset FULL-BLAST AUDIO: THE COMPLETE SOUND EXPERIENCE. Powered by advanced Dolby technology, these 7.1 surround sound headphones position you in the center of an immersive 360-degree sound field. They let you hear every detail in every direction, just as the game developer intended. Enemy fire. Sirens. Your opponent’s footsteps. When you hear what you can’t see, you win.Product HighlightsImmersive Dolby 7.1 surround soundComfortably soft and durable cloth earpadsLightweight design for long game playNoise-cancelling boom microphoneOn-cable mute and volume controlsProtective lay-flat swivel earcupsFull-speed USB audioCompatible with Windows 8, Windows 7 and Windows VistaWorks with PS4 in stereo modeFeaturesDetailed multi-channel audioImmersive 7.1 surround sound Hear them before they see you with an immersive 360-degree sound field. Dolby technology perceptually positions up to seven discrete channels of audio data plus Low Frequency Effects (LFE) in the correct location. Combined with powerful 40mm neodymium drivers, you hear clear, detailed multi-channel sound all around you, just as the developers intended. Mic rotates for best voice pick upFolding, noise-cancelling micThe mic reduces distracting background noise so you’re clearly heard. Plus, you rotate the mic to the best position for the clearest voice pick up—or up and out of the way when you’re not talking.Durable, comfortable sport-cloth earpadsComfortable swivel earcupsBreathable performance sport-cloth earpads reduce heat and moisture build-up to keep your ears comfortable during long, intense gaming sessions. Durable and washable, they slip off for easy cleaning. The earcups swivel up to 90 degrees. Easily adjust them for a personalized fit that sits flush on your ears. The earcups also lay flat to protect them when you’re not wearing the headset. Quick-access volume and mute controlsOn-cable sound controlsAn easy-to-use volume dial and mute switch are close at hand for quick and precise sound adjustments. The extra-long cable lets you position audio controls right where you need them. Lightweight for long game playLightweight designA light, slim and balanced assembly gives you a natural and stable fit for maximum gaming comfort.Plug-and-play gamepad connection to PS4Works with PS4The G430 headset works with your PS4 in stereo mode. Experience chat, voice interface and gaming audio in rich, detailed sound. CompatibilityWhat's in the box?HeadsetUser documentationUSB adapterWhat you need: Windows 8, Windows Vista or Windows 7USB portPS4 in stereo mode7.1 surround sound requires software installation1Gaming-Grade SpecificationsHeadphoneDriver: 40mmFrequency response: 20Hz-20KHzImpedance: 32 OhmsSensitivity: 90dB SPL/mW1. Some profile settings require Logitech Gaming Software to be enabled and are not supported on Mac, Linux and earlier Windows-based operating systems. Logitech Gaming Software is available at logitech.com/downloads. MicrophonePickup pattern: Cardioid (Unidirectional)Type: Pressure Gradient Electret Condenser Frequency response: 50-20KHzSensitivity: -40dBV/Pa re: 0dB = 1 Pa, 1KHzTest conditions: 3.0V, 2.2K OhmCompareWhich Logitech Gaming Headset Is Right For You?GoodBetter BestLogitech G430 Surround Sound Gaming HeadsetLogitech G35 Surround Sound HeadsetLogitech G930 Wireless Gaming HeadsetWhat you getGaming audio essentialsUSB Dolby 7.1surround sound USB Dolby 7.1 surround sound plus customizable on-ear audio command keysWireless Dolby 7.1 surround sound plus customizable on-ear audio command keysConnection ChoicesCorded USB  Analog 3.5 mm jacks  Wireless   Audio ChannelsStereo (2.0)   Dolby 7.1 Surround Sound Microphone FeaturesNoise cancellingRotating boomMute light  Comfort and ControlVolume + mute controlsOn-cable controlsOn-cable controlsOn-ear controlsOn-ear controlsOver-the-head designProgrammable G-keys (one-touch command of music, chat and more)  System SupportPS4 (in stereo mode) Windows 8, Windows 7Windows Vista Linux"
MEElectronics Sport-Fi M6 Noise Isolating In-Ear Headphones with Memory Wire (Black),"The MEElectronics Sport-Fi M6 utilizes memory wire technology to provide a secure, comfortable, noise-isolating fit while delivering clear and dynamic sound. The M6 eliminates the need to adjust your earphones during your routine with a patented ergonomic earpiece design, over-the-ear fit, and flexible memory wire that conforms comfortably to the shape of your ears and never falls out. Combined with the lab-tested sweat-resistant design, this allows you to forget about your earphones and concentrate on your workout."
"Bose SoundTrue In-Ear Headphones for iOS Models, Black","Bose SoundTrue In-Ear Headphones have the convenient features and sophisticated style your busy life demands. They deliver deep, clear sound for the music you love. The inline microphone and remote let you switch easily to calls on your iPhone. The StayHear tips keep the headphones comfortably in place for hours. They are engineered and tested for lasting quality and durability, and include a matching carrying case. Choose from three colors to fit your style: Black, White and Cranberry. What's in the box: SoundTrue In-Ear Headphones, 3-pairs StayHear tips (S, M, L), Carry case and Clothing clip."
Sennheiser HD 598 Over-Ear Headphones,"The HD 598 headphones are open back, over ear, audiophile grade headphones that combine exceptional sound and comfort. They feature luxurious velour covered ear pads and stylish burl wood parts for a premium finish."
